Sr.No.,Zone,Circle,Division,Substation,DistrictName
111,CENTRAL,ETC Shahjahanpur,ETD Shahjahanpur,132KV S/S TILHAR,Shahjahanpur
112,CENTRAL,ETC Shahjahanpur,ETD Shahjahanpur,132KV S/S JALALABAD,Shahjahanpur
113,CENTRAL,ETC Shahjahanpur,ETD Shahjahanpur,220KV S/S AZIZPUR,Shahjahanpur
114,CENTRAL,ETC Shahjahanpur,ETD Shahjahanpur,132KV S/S SRIMAU,Hardoi
115,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132KV S/S BISWAN,Sitapur
116,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132KV S/S LAHARPUR,Sitapur
117,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132KV S/S MAHAMUDABAD,Sitapur
118,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132KV S/S NERI,Sitapur
119,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132KV S/S SIDHAULI,Sitapur
120,CENTRAL,ETC Shahjahanpur,ETD Sitapur,132 KV S/S MISHRIKH,Sitapur
121,CENTRAL,ETC Shahjahanpur,ETD Sitapur,220 KV S/S SITAPUR,Sitapur
122,CENTRAL,ETC Sultanpur,400 kV S/S Div. Sultanpur,400KV S/S SULTANPUR,Sultanpur
123,CENTRAL,ETC Sultanpur,400 kV S/S Div. Sultanpur,220KV S/S SULTANPUR,Sultanpur
124,CENTRAL,ETC Sultanpur,ETD Ayodhya,220KV S/S SOHAWAL,Ayodhya
125,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S BIKAPUR,Ayodhya
126,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S RUDAULI (Ayodhya),Ayodhya
127,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S DARSHAN NAGAR,Ayodhya
128,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S MILKIPUR,Ayodhya
129,CENTRAL,ETC Sultanpur,ETD Ayodhya,220KV S/S AYODHYA,Ayodhya
130,CENTRAL,ETC Sultanpur,ETD Ayodhya,220KV S/S NEW TANDA,Ambedkar Nagar
131,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S AALAPUR,Ambedkar Nagar
132,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S AKBARPUR,Ambedkar Nagar
133,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S JALALPUR,Ambedkar Nagar
134,CENTRAL,ETC Sultanpur,ETD Ayodhya,132KV S/S TANDA,Ambedkar Nagar
135,CENTRAL,ETC Sultanpur,ETD Raebareli,220KV S/S BACHHRAWAN,Raebareli
136,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S BACHHRAWAN,Raebareli
137,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S DALMAU,Raebareli
138,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S RAIBARELI(AMAWAN),Raebareli
139,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S RAIBARELI(TRIPULA),Raebareli
140,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S SARENI,Raebareli
141,CENTRAL,ETC Sultanpur,ETD Raebareli,132KV S/S SALON,Raebareli
142,CENTRAL,ETC Sultanpur,ETD Raebareli,400KV S/S RAEBARELI,Raebareli
143,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S GOSHAISING PUR,Sultanpur
144,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S LAMBHUA,Sultanpur
145,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S KADIPUR,Sultanpur
146,CENTRAL,ETC Sultanpur,ETD Sultanpur,220KV S/S AMETHI,Amethi
147,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S GAURIGANJ,Amethi
148,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S HAL KORWA,Amethi
149,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S JAGDISHPUR,Amethi
150,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S MUSAFIRKHANA,Amethi
151,CENTRAL,ETC Sultanpur,ETD Sultanpur,132KV S/S TILOI,Amethi
152,CENTRAL,PPP-ATL(C),OBTL,400KV S/S BADAUN (PPP),Budaun
153,CENTRAL,PPP-SEUPPTCL(C),PPP-SEUPPTCL,400KV S/S GONDA(PPP),Gonda
154,CENTRAL,PPP-PG(C),PPP-PG-,400KV S/S MOHANLALGANJ,Lucknow
155,NORTH-EAST,ETC Azamgarh,400 kV S/S Div Azamgarh,400KV S/S AZAMGARH,Azamgarh
156,NORTH-EAST,ETC Azamgarh,400 kV S/S Div Azamgarh,220 KV S/S Azamgarh,Azamgarh
157,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,220KV S/S AZAMGARH,Azamgarh
158,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,220KV S/S AZAMGARH-II,Azamgarh
159,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S ATRAULIA,Azamgarh
160,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S SIDHARI AZAMGARH,Azamgarh
161,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S KOILSA,Azamgarh
162,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S LALGANJ(AZAMGARH),Azamgarh
163,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S MEHNAGAR,Azamgarh
164,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S MUBARAKPUR,Azamgarh
165,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S PHOOLPUR,Azamgarh
166,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S BINDAWAL JAIRAJPUR,Azamgarh
167,NORTH-EAST,ETC Azamgarh,ETD Azamgarh,132KV S/S RANI KI SARAI,Azamgarh
168,NORTH-EAST,ETC Azamgarh,ETD Ballia,400KV S/S RASRA,Ballia
169,NORTH-EAST,ETC Azamgarh,ETD Ballia,220KV S/S RASRA,Ballia
170,NORTH-EAST,ETC Azamgarh,ETD Ballia,132KV S/S BALLIA,Ballia
171,NORTH-EAST,ETC Azamgarh,ETD Ballia,132KV S/S CHITBRAGAON,Ballia
172,NORTH-EAST,ETC Azamgarh,ETD Ballia,132KV S/S DIGHAR,Ballia
173,NORTH-EAST,ETC Azamgarh,ETD Ballia,132KV S/S BANSDIH,Ballia
174,NORTH-EAST,ETC Azamgarh,ETD Ballia,132 KV S/S RASRA,Ballia
175,NORTH-EAST,ETC Azamgarh,ETD Ballia,132KV S/S SIKANDERPUR,Ballia
176,NORTH-EAST,ETC Azamgarh,ETD Mau,400KV S/S MAU(KASARA),Mau
177,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S GHOSI,Mau
178,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S BADAGAON,Mau
179,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S DOHRIGHAT,Mau
180,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S HALDHARPUR,Mau
181,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S KATGHARA MEHLOO,Mau
182,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S MAU(NEW),Mau
183,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S MAU(OLD),Mau
184,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S MOHAMMDABAD,Mau
185,NORTH-EAST,ETC Azamgarh,ETD Mau,132KV S/S SEMARI JAMALPUR,Mau
186,NORTH-EAST,ETC Azamgarh,ELECTRICITY 400KV KASARA,ELECTRICITY 400KV SUBSTATION KASARA MAU,Mau
187,NORTH-EAST,ETC Azamgarh,ELECTRICITY 400KV KASARA,ELECTRICITY 400KV SUBSTATION KASARA MAU,Mau
188,NORTH-EAST,ETC Basti,ETD Basti-I,220KV S/S BASTI,Basti
189,NORTH-EAST,ETC Basti,ETD Basti-I,132KV S/S KALWARI,Basti
190,NORTH-EAST,ETC Basti,ETD Basti-I,132KV S/S HARRAIYA,Basti
191,NORTH-EAST,ETC Basti,ETD Basti-I,400KV S/S BHAUKHARI,Basti
192,NORTH-EAST,ETC Basti,ETD Basti-I,132KV S/S KHALILABAD,Sant Kabir Nagar
193,NORTH-EAST,ETC Basti,ETD Basti-I,132KV S/S MEHDAWAL,Sant Kabir Nagar
194,NORTH-EAST,ETC Basti,ETD Basti-I,132KV S/S NATHNAGAR,Sant Kabir Nagar
195,NORTH-EAST,ETC Basti,ETD Basti-I,220KV S/S DULHIPAR,Sant Kabir Nagar
196,NORTH-EAST,ETC Basti,ETD Basti-II,132KV S/S RUDAULI (Basti),Basti
197,NORTH-EAST,ETC Basti,ETD Basti-II,220KV S/S BANSI,Siddharthnagar
198,NORTH-EAST,ETC Basti,ETD Basti-II,132KV S/S DUMARIAGANJ,Siddharthnagar
199,NORTH-EAST,ETC Basti,ETD Basti-II,132KV S/S ITWA,Siddharthnagar
200,NORTH-EAST,ETC Basti,ETD Basti-II,132KV S/S NAUGARH,Siddharthnagar
201,NORTH-EAST,ETC Basti,ETD Basti-II,132KV S/S SOHRATGARH,Siddharthnagar
202,NORTH-EAST,ETC Basti,ETD Basti-II,132 KV S/S BANSI,Siddharthnagar
203,NORTH-EAST,ETC Gorakhpur,400 kV S/S Div. Gorakhpur,400KV S/S GORAKHPUR(MOTIRAM ADDA),Gorakhpur
204,NORTH-EAST,ETC Gorakhpur,400 kV S/S Div. Gorakhpur,220KV S/S GORAKHPUR II (MOTI RAM ADDA),Gorakhpur
205,NORTH-EAST,ETC Gorakhpur,ETD Deoria,220KV S/S DEORIA,Deoria
206,NORTH-EAST,ETC Gorakhpur,ETD Deoria,132KV S/S DEORIA,Deoria
207,NORTH-EAST,ETC Gorakhpur,ETD Deoria,132KV S/S RUDRAPUR,Deoria
208,NORTH-EAST,ETC Gorakhpur,ETD Deoria,132KV S/S PURNCHAAPAR,Deoria
209,NORTH-EAST,ETC Gorakhpur,ETD Deoria,132KV S/S SALEMPUR,Deoria
210,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S GORAKHPUR(FCI),Gorakhpur
211,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S GORAKHPUR(MOHHADDIPUR),Gorakhpur
212,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S GORAKHPUR(MOHHADDIPUR-II),Gorakhpur
213,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S SHATRUGHANPUR,Gorakhpur
214,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S BHATHAT,Gorakhpur
215,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S FCI-II,Gorakhpur
216,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,220KV S/S KHORABAR,Gorakhpur
217,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S CAMPIERGANJ,Gorakhpur
218,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,220KV S/S HATA,Kushinagar
219,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S KASIA,Kushinagar
220,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S LAXMIPUR,Kushinagar
221,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S RAJA PAKAD,Kushinagar
222,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-I,132KV S/S PADRAUNA,Kushinagar
223,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,220KV S/S GOLA (Gorakhpur),Gorakhpur
224,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,220KV S/S GORAKHPUR-I(BARAHUWA),Gorakhpur
225,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S BARHALGANJ,Gorakhpur
226,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S GIDA,Gorakhpur
227,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S KAURIRAM,Gorakhpur
228,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S KHAJANI,Gorakhpur
229,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S ANANDNAGAR,Maharajganj
230,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S MAHARAJGANJ,Maharajganj
231,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S NAUTANWA,Maharajganj
232,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,220KV S/S MAHARAJGANJ,Maharajganj
233,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,220KV S/S ANANDNAGAR,Maharajganj
234,NORTH-EAST,ETC Gorakhpur,ETD Gorakhpur-II,132KV S/S NICHLAUL,Maharajganj
235,SOUTH-CENTRAL,ETC Banda,400 kV S/S Div. Banda,400KV S/S BANDA,Banda
236,SOUTH-CENTRAL,ETC Banda,ETD Banda,220KV S/S BANDA,Banda
237,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S AUGASI,Banda
238,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S ATARRA,Banda
239,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S BANDA,Banda
240,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S PAILANI,Banda
241,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S BABERU(GREEN COR.),Banda
242,SOUTH-CENTRAL,ETC Banda,ETD Banda,220KV S/S PAHADI,Chitrakoot
243,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S RAJAPUR,Chitrakoot
244,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S MAU,Chitrakoot
245,SOUTH-CENTRAL,ETC Banda,ETD Banda,132KV S/S KARVI,Chitrakoot
246,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S BHARUWA SUMERPUR,Hamirpur
247,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,"132KV S/S PATARA, HAMIRPUR",Hamirpur
248,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S RATH,Hamirpur
249,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S SARILA,Hamirpur
250,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S HAMIRPUR(GREEN COR.),Hamirpur
251,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S KURARA(GREEN COR.),Hamirpur
252,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S GOHAND(GREEN COR.),Hamirpur
253,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S MUSKARA(GREEN COR.),Hamirpur
254,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S MAHOBA,Mahoba
255,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S MAHOBA,Mahoba
256,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S KABRAI,Mahoba
257,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,132KV S/S PANWARI,Mahoba
258,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S PANWARI(GREEN COR.),Mahoba
259,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S KABRAI(GREEN COR.),Mahoba
260,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S CHARKHARI(GREEN COR.),Mahoba
261,SOUTH-CENTRAL,ETC Banda,ETD Hamirpur,220KV S/S JAITPUR(GREEN COR.),Mahoba
262,SOUTH-CENTRAL,ETC Jhansi,400 kV S/S Div. Orai,400KV S/S ORAI,Jalaun
263,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S ORAI,Jalaun
264,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,220KV S/S JHANSI,Jhansi
265,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S GURSARAY,Jhansi
266,SOUTH-CENTRAL,ETC Jhansi,ETD Jhansi,132KV S/S JHANSI(HASARI),Jhansi
